utterance	labels
  This teramisu is, is excellent. Did you make it Mary-Angela?  Well, it's, it's yummy. So Mary-Angela do you like it?  So um, Mary-Angela, what's your second favorite?  Would you just please....give me the receipt 'cause this is great. It's top notch.  So will I.  Oh no-no-no I was just squinting. That doesn't mean anything.  Will you excuse me I have to um..... (walks to the hall)  (startled) Hey!  Look, I may have jumped the gun here. (she tries to kiss him, but he ducks it and moves away) Um, I just got out of a relationship and I'm not really in a, in a commitment kind of place.  Ahhhh, you're not Mary-Angela.  This is so bad. If-if you're not Mary-Angela, then-then who is?  Oh, this is soo bad. (doesn't see Mary-Angela)  No Joey! No Joey! Don't Joey! Joey!  (pats him on the shoulder) You're it! Now run and hide!  I wasn't sure which one Mary-Angela was. (all of Joey's sisters gasp) Look, I'm sorry okay, I was really drunk, and you all look really similar.  Y'know what, we should all calm down because your brother's not going to punch me. (to Joey) Are ya?  Joey if you wanna punch me, go ahead, I deserve it. But I just want you to know that I would never soberly hurt you or your family, you're my best friend. I would never do anything like this ever again.	1
  Oh my God.	1
  I'm in for fifty cents. (throws it in)  I thought, uh... it was a fifty cent limit.  No, I fold. (lays cards down, and gets up)  I'm in. (throws in chips)  One. (Rachel gives him the card.)  I bet two dollars. (throws it in)  I see your twenty, raise you twenty-five. (throws it in)	0
  Come on! Come on. Come on.  Hey!  Uhh, okay, it's uh, Emily and I, we decided to uh, to get married.  We, we just decided to uh, to go for it.  (turning around.) Umm, uh, I was just telling the guys...	0
  Hey, here's a thought, Ross. [reaches for the computer]  Ross, listen. I got two words for you. Threesome. [Ross gives him an insulted look.]  Ok, let's start with the cons, 'cause they're more fun. All right, Rachel first.  You could say that.	1
  Hi.  I guess you guys heard, Rachel dumped me.  Oh, all she said was that I remind her too much of somebody. You have any idea who she's talking about? [Chandler and Phoebe feign ignorance.]	1
  How, how is this my fault?  Yeah? Well, there's a lot of things Carol never did before I came along.  You know what your problem is? You're threatened by me.	1
  Hi.  Can we come in?	1
  That's pretty much it.  But you tell it really well, sweetie.  Okay. I'll miss you.	0
  All right, so who do you got it narrowed down to?  Oooh-hoo, very attractive, forgiving.  Eh, y'know what, she's to political, she probably wouldn't let you do it, unless you donated four cans of food first.	1
  Guys? There's a somebody I'd like you to meet.  'That' would be Marcel. You wanna say hi?  My friend Bethel rescued him from some lab.	1
  What are you ever gonna use that for?!  You got fired?!  Sweety...	1
  The guy was hammered, okay? There's no way, you look like Ross's mother.	1
  (entering out of breath) Jasmine?  We met at Phoebe's birthday party, I'm, I'm Ross Geller.  Yes, I did.  Very bad.  I'm agreeing with you. Did you, listen, did you happen to tell Phoebe yet?	1
  Ow!-Ow!-Ow! Ow! Ow! Ow! Ow! Ow! Ow! Y'know, ow!  She broke my arm.  No, she touched mine first!  So wait, what's the deal here, I can have sex with you, but I can't touch you?  No, your a masseuse, it's cool, I'm not a cop.  Wait that's-that's, what that's not what you do?  I don't know, I mean, y'know, this is the city y'know, I just, I mean, I don't know.  Oh, wait, no your right, no it was perfect and I can't believe that I screwed it up so bad.  Well, no, maybe-maybe it wasn't perfect, but y'know it was pretty cool, y'know, 'cause we had all those great talks y'know.  Well y'know about the tongue thing, y'know, and how I told you about my likes and my dislikes...  How-how I like to melt stuff, and how I dislike stuff that doesn't melt.  Yeah, y'know I feel like I can really talk to you 'cause y'know you're my sister, y'know.  Then I go feel your friend up and make you mad at me.  You hopped a little bit. Yeah, I really sorry.	0
  Alright!  Hi!  May I see your boarding pass?  Oh, oooh. I'm sorry. You are not allowed on the jetway unless you have a boarding pass.  No no no! Federal regulations!  Alright. What's the message?	0
  (Angrily.) Hey, were the hell have you been?!  I don't want to hear about her!!  No! No, we have an emergency. Okay? Rachel's coming to London.  No it's not great. No, she's coming to tell Ross that she loves him.  I KNOW THAT!!! You have to stop her!! She's going to ruin the wedding!!	1
  We didn't order cake.  You're right.  We're good.  Are you sure this time?  There is no alley behind Macy's.	1
  Why?  Oh my God. (Grabs Phoebe and turns her away) Phoebe. Don't look now, but behind us is a guy who has the potential to break our hearts and plunge us into a pit of depression.  He's coming. Be cool, be cool, be cool.  We are not going to whistle.  No!	1
  Okay, I wanna be sexy again so I'm trying to catch a cold. It should be easy, supposedly they're pretty common.  What?!  Well, how-how-how is that possible? You barely know her!  You mean you stole it! (Monica sneezes again) Don't cover your mouth when you do that!	1
  Why?  Ohh! So, did you get to meet her?  (going over to comfort her) Aww, Pheebs.  That's short for Phoebe?! I thought that was just what we called each other!	0
"  Yes, you have to get her something, and it should be something really nice.  And not one of your coupons for an hour of ""Joey Love.""  No! I'm sorry, honey, it's just that last week I got all but three answers and I really want to finish a whole one without any help.  Hey, how'd it go?"	1
  You and Milton have to join us on the boat. Karen'll pack a lunch, you'll bring the kids, we'll make a day of it.  Oh, thanks, thanks. Bye bye Jeannie.  What a phony.  Sir.  Yeah Bing, what's that about?  This company was not built on rough numbers. Am I right Mr. Douglas.	1
  Monica, relax, go get a beer.  Who said it was for you?  You're kiddin'.	1
  Tampa Bay's got a terrible team.  He should take the sack?  Yeah, Ross. You and the baby just need better blocking.  Oh, have either one of you guys ever been to the Rainbow Room? Is it real expensive?  I'm takin' Ursula tonight. It's her birthday.  When's that?  Oh, man. What're the odds of that happening?	0
  Oo! Is it for my birthday present?  Yeah, but remember you said you ordered something special, and it just hasn't come yet?  'Kay.	1
  (entering) Hey.  What is ah, Rach in her room?  Oh what?! Is she gonna cancel on me again?! How can she do this? Doesn't she know it's our anniversary?  What's that on the bottom?  Hey, honey.  Hey, what's going on?	0
  Bye-bye Julie. [Julie leaves] [Rachel is still cleaning, Ross is laying on the couch. Ross kicks Rachel in the butt.]  Hey.  Hey, c'mon, cut it out.  What?  Sure.  What? C'mon, talk to me.  Why? Who's not having. . . Are you and Julie not, are, are you and, are you and Julie not having sex?  Wow. Is it, is it 'cause she's so cold in bed. Or, or is it 'cause she's like, kinda bossy, makes it feel like school?  No, no no no, don't need to know the details.  No, no, no, no I don't think it's weird, I think, I think umm, in fact, in fact you know what I think?  I think it's sexy.  Let me tell you something. As a woman there is nothing sexier than a man who does not want to have sex.  Oh yeah. In fact you know what I'd do?  I'd wait.	0
  (is struggling with the cat) Stop it! Stop it! She keeps squirming, trying to get away! Just like when she was alive.  Well, I'm not sure. I mean, I guess until she y'know, gets used to the fact that there's y'know, a new mom. Y'know, I think she's worried that y'know, she's gonna, she's gonna be replaced. (to the cat, in a funny voice) Well, that's not gonna happen is it? Noo. (gets up) Okay, I have to return a call in the other room.  Well, I'm returning a call from a certain mom at the B-E-A-C-H. I just spelled the wrong word. (goes into Monica's room)	1
  All right girls, and man. Let's see your final tallies. (all the girls raise their hands) Ohhhh, Debbie, (looks at her form) 321 boxes of cookies, (to Debbie) Very nice.  Charla, 278. Sorry, dear, but still good.  Oh, yes Elizabeth. Ah, 871.	0
  No! I did!  Of course! It's her favorite.  More of Grandma's teramisu.  That dies with me.	1
  Hey, what's up? (He has solved the problem of eating the steak, he's eating it with his hands.)  (motions to himself and Mrs. Geller and grins) You and me, next dance?	1
  Ahh, are you hadsome.  Oh, dear. Jack, how do I turn this off?	0
  Hello, Joanna...(Realises he doesn't know her last name)...'s office.  How little?!  Look, this isn't funny! You get back here right now!  Why not?!  What?!  (in a serious, businesslike tone) Rachel, could I see you for a moment?  Okay, here's the situation. The keys to the cuffs are on the back of the door. Could you be a doll and grab them and scoot on over and unlock me? And on a totally different subject, that is a lovely pantsuit.  I did break up with her! She just took it really, really well!  It did enter my mind! But then something happened that made it, shoot right out.  No-no-no-no-no-no-no!! I can't get myself right out of them! You must have me confused with the Amazing Chandler!! Come on, you have to unlock me, she could be gone for hours, and I'm cold, and (Stops and looks up the skirt on a statue behind Joanna's desk.)  Never!  Fine!  I-never borrowed your Walkman.  You got it! Here we go! Come on! This is great! (Rachel goes over and unlocks the handcuffs) Ahhh! (He starts rubbing his wrist)  No, I just always see guys doing this when they get handcuffs taken off them. (He runs over to where his pants are hanging) Hello sweet pants!  About what?	0
"  You're not gonna die an old maid, maybe an old spinster cook.  Hey now besides, if worst comes to worst, I'll be your boyfriend.  Why is that so funny?  Ha-ha-ha. A little to hard. What am I not ah, boyfriend material?  Okay, so we've established my name, and hit me. But theoretically y'know, I mean say we weren't friends, say it's a blind date. I show up at your door, and I'm like (in a fake voice) ""Hey, nice to meet, ya. Hey, oh-hey."""	0
  Thank you Rachel.  Well, I thought you guys were cuddlily sleepers.  Yeah. (they both notice where his hands are)  Yeah.	1
  Hey, Kicky. What're you doing?  Well, you're gonna.  Are they end to end, or tall like pancakes?  Hey, you're not him. You're you. When they were all over you to go into your father's pipe-fitting business, did you cave?	1
  [entering] All right. Tell me if this is too cute. Lesbian wedding, chicken breasts.  Why? It's not like I'm putting little nipples on them.	1
  Janice, I have something I need to tell you, and I want you to let me get through it, because it's, it's, it's not gonna be easy.  I think you should go back with Gary. I don't wanna be the guy that breaks up a family, y'know when my parents split up, it was because of that guy. Whenever I would see him I was always think y'know 'You're the reason, you are the reason why their not together.' and I hated that guy. And it didn't matter how nice he was, or how happy he made my Dad.  Yeah, well. It's the right thing to do.  Then don't leave me!  Forget what I said, I was babbling! Pick me!  No you don't! No, no, no, I say you have to give your divorce another chance.  Ohhh. Don't go.  No. No! No! No!	1
  Ohh, thank you for the wonderful dinner.  Ohh, thank you for my beautiul earrings, they're perfect. I love you.  Now I love you even more. [they kiss and Ross backs her into her apartment and turns on the lights]  Oh my gosh, wow. Monica. Oh my god. Mom. This is so great.  Wow you, you. I had no idea.  No, I knew.  What?  Why.  Daddy. [Ad break. Time lapse. Still at party at Chandler and Joey's. Rachel is talking to Chandler and Ross.]  Both of them are here, both of them, both of them are here?  I can't believe this is happening.  I do.	0
  Hi!  Wow! Skates!  Well... (he holds up a gift he brought her)  Yeah, sure, that'd be great.  Ah, which ever is closest.	0
  Yeah, but how much can you tell from a look?  What? [looks, feigns indifference] C'mon you guys, I don't care, I have a date tonight.  Yeah, Monica's settin' me up.  Oh what, my whole insane jealousy thing? Well, y'know, as much fun as that was, I've decided to opt for sanity.  Oh yeah, c'mon, I'm movin' on. He can press her up against that window as much as he wants. For all I care, he can throw her through the damn thing. [Ross and Julie enter.]	1
  Wait! Wait! This isn't take-out!  No, wait, please don't go! I've got porn for you too!  People are supposed to wanna hang out here!  I'm the hostess! Not those guys! I'm always the hostess! I mean, I was always the hostess, I mean even when I was little, I mean the girls brought their dollies to my tea party, I-I served the best air.  'Cause they took our apartment, I wanted to punish them. But I'm-I'm done now. They've suffered enough.  All right then, when I'm done with this place, it's gonna be ten times better than that place!	1
  Very bad.  Chandler!!	1
  Ring dammit, ring!  What?!  (investigating) I turned it off. Mother of God, I turned it off!  Nngghhh!!!!!!!	1
  Out loud?  So how are you doing?	0
  No, no, it's just my tooth.  No thanks, I have a good one too. I just, I, I can't see him.  Because, every time I go to the dentist, somebody dies.	1
  You're doing it again.  You're stomping. It's disturbing my birds.  I could have birds.  Thank you. I'm going to rejoin my dinner party.	1
  Hell is filled with people like you.  ...And boogie!	1
  Oh, Liam. So uh, what, were you guys playing soccer or something-or should I call it (In an English accent) football?  What's ah, what's so funny about that?	1
  Uh, (picks up a plate) plate?	1
  Hey.  How's she doing?  Well yeah, don't-don't you think it's a she?  Well, anyway, I got to go change, I'm ah, meeting some of the cast for drinks.  What?  Hey! Who was up from 2 o'clock this morning until 5 o'clock this morning trying to get her back to sleep?  Ohhh, here it comes.  Hey!! I need to relax! Okay? I was working all day!  That's not what I said. Okay, I just meant...  I don't know, maybe we weren't ready to have a chick.  Do you think we'll get our three bucks back?	0
  This is amazing. I mean, how, how did this happen?  (to Julie) It's an expression.	0
  Somewhere maybe along the equator?	1
  No! Do you wanna hear it?  Uh, huh. Yeah, right after I thank everyone for giving money to the museum, I sing a song about the wonder that is Joey.  Hey!  Wow, hello! You look great!  You see this, this is a person who is ready to go. Phoebe you, oh, you are my star.	0
  Joey!  I'm soo glad I caught you, I couldn't find you before.  They still want me for General Hospital.  Last night was wonderful. But I-I can't stay here just for you.  I'm sorry.  Flight's in an hour. I-I gotta go.	1
"  ..so, he said it was just a sprain, and that was it.  Not stupid. The very cute, cute, cute doctors asked us out for tomorrow night, and I said ""yes.""  What? Monica, they are cute, they are doctors, (spelling it out in the air for her slow friend) cute doctors, doctors who are cute!  Was that the cake?  I hope it's okay."	1
  What?  Check it out, Giants-Cowboys. (He has a pocket TV)  No, it's the pre-game. I'm gonna watch it at the reception.	0
  Alright, alright, here's the chance. Monica give him cash, Rachel give him your earrings. Something, now, anything.  Alright, alright, you know how you say I never seize the day? Well, alright, even though he's your super, I'm seizing. [approaches Mr. Treeger] Mr. Treeger, here is 50 bucks, merry Christmas. [Gives him the cash.]  No no, no, that, that's your Christmas tip, alright. Oh, hey, do you think there's a chance you could fix that radiator now?  Yeah.  You mean hardball?  Excuse me, I'm seizing. Mr. Treeger, here's another 50, happy Hanukkah. Will uh, will this help with the knob getting?	0
  (talking in her sleep) Oooooooooh. (Rachel strokes her hand over the pillow. Ross mimicks her silently) Oh, that's nice. Oh, oh. Huh, Ross!  Ross?  You are. Well, um... We, we, we were just... Wow!  What?	0
  (patting his clothes like he is looking for his wallet) No, no he's not.	1
  How far'd ya get?  Phoebs, what's goin' on?  Well, maybe he's, maybe he's this really cool pharmacist guy.  Phoebs, that's OK. You took a big step today.	1
"  Hey, Lizzie.  I brought you alphabet soup.  Yes. But I left in the Ys. 'Cause, y'know, ""sometimes y"". Uh, I also have something else for you. (She searches in her purse.)  No, but would you like a thousand dollars and a football phone?  I know.  No, I want you to have it. I don't want it.  Oh, that's fine, no."	0
  Do something..... Something....  Hey.  Have you seen Monica?  (With a confused look on his face.) What?	1
  Come on, she'll be here any minute.  Oh...  Well maybe we can make a, a, a 'B' out of one of those roses.	0
  Cut.	1
  Yeah, I know exactly what she's goin' through.  She told us.	1
  All right. Let's say I had slept with Mark. Would you have been able to forgive me?  You'd be okay if you knew that Mark had kissed me, and been naked with me, and made love to me?  You knew that our hot, sweaty, writhing bodies were....  I'm thinking, I'm gonna order a pizza.	1
  Your cappucino sir.  Ya know I think this is much better than the coffee house.  Well the package says you have to uh, constantly keep it moving. Stir and drink, stir and drink, never let it settle. [they both try to drink while continuously stirring]  Ok.  No?  Alright, hang on a second there Custer.	0
  Excuse me, that's 50 bucks.  Five oh dollars.	1
  I-I mean I, well I think I can figure it out. I guess y'know I was born, and everyone started lying their asses off!  How close?  I don't even know how that would work!  (interrupting) I'm not asking!  Yeah. Let's see, my had Mom killed herself, and my Dad had run off, and I was living in a Gremlin with a guy named Cindy who talked to his hand.	1
  Six-hour trip to London. That's a lot of Monica.  Condoms, dude!  Don't read my condoms!	0
  Tell him.  Just...please tell him.  Look at you, you won't even look at him.	1
  [enters] Hey you guys, you will never guess who's coming to New York.  Oh ok, Ryan, that guy I went out with, who's in the Navy. [Chandler is visibly upset]  Yeah, I met him when I was playing guitar in Washington Square Park. Ryan threw in salt water taffy 'cause he didn't have any change.  No. No, he is my submaring guy. He resurfaces like every couple years and we have the most amazing three days together. Only this time he's coming for two weeks. Two whole weeks, which means yay.	0
  Fine, let's do it.  Okay, you guys uh, you guys pick first  That's a low one!  Why are you screaming and hugging?	1
  (entering) Hey!  Maybe you can tell me. My agent would like to know why I didn't show up at the audition I didn't know I had today. The first good thing she gets me in weeks. How could you not give me the message?!  How is it you?  Yep, that's my audition.  Well, Estelle tried, you know. The casting director told her that I missed my chance.  Pheebs, you can't do that. The casting director doesn't talk to friends, she only talks to agents.  What, what are you doing? What are you doing?  Hang up, hang up. (reaches with his good arm, but Phoebe grabs it and he tries to reach the phone with his other arm but can't because of the sling.)	0
  Can't you see what's going on here, this man is dying.  Can't you see what's going on here, this man is dying.	1
  (closing the fridge in disgust) Shoot! We're out of soda.  Really?!  Sweety, what are you talking about?	1
  (something in Italian)  (pointing at game) Monopoly!	0
  Uhhhaahh.  Yeah alright. What're these, raisins?	1
  I know, I know, I'm such an idiot. I guess I should have caught on when she started going to the dentist four and five times a week. I mean, how clean can teeth get?  Well, you might try accidentally breaking something valuable of hers, say her-	1
  [opens the drapes] Hey, Ross! What are you doin'?  Oh, yeah, I do. [He opens the window, Ross comes in, soaked.]	1
  What was all that about?	1
  By the way, Chandler. I cut you out of all my pictures. So if you want, I have a bag with just your heads.  Oh, are you sure? Really? Because you know, you could make little puppets out of them, and you could use them in your theater of cruelty.	1
  (reading the newspaper) Hey, here's a question; where did you guys get the finest oak East of the Mississippi?  I'm reading your ad.  Yeah.	1
  That's nice... now, was that before or after you told him to stop calling, stop sending you flowers and to generally leave you alone, hmm?  That's, that's nice twice!	1
  (standing up) Yo! Can I have your attention, please, Best Man, making a toast here. Thank you. (clears throat, and starts reading his toast) I remember when Barry got home from his first date with Rachel...  What, (to Barry) you hired the same band I can't use the same speech. (gets a 'da-doom-chesh' from the drummer) Thank you, thank you very much. Anyway, I wish you both a wonderful life together. And Rachel...  No, no, no now in all seriousness, its not a lot of women would've had the guts to come back here tonight, and even fewer, who would do it with their asses hanging out! (da-doom-chesh)	0
  Multiple, so many paper cuts.  (sarcastic) Oh, well give me the phone then.  Look, you can't call somebody after this long just to say, 'In case you didn't notice, I don't like you!'  Nooo!! She's really dull! And she gets this gross mascara goop thing in the corner of her eye!	0
  I found it. Finders keepers, losers weepers. (Ross looks at Chandler for help.)  No.	1
  Hey!  I'm sending back all this stuff that Chandler bought out of guilt.  No! I'm putting that in my room.  Back when you and Rachel were together, if Chandler had kissed her, would you hear him out?  Five years.  Hey! Don't do the crime if you can't do the time.  No, was my best friend. Anyway, I don't know why you're pushing for him so hard. With him out of the way as my best friend, there's a spot open.	1
  Enough with geography for the insane, okay? Let's play some ball, guys.  Okay, y'know what, let's just cut to the chase here. Okay? Heidi, which of my boys do you like?  Yeah, y'know for dating, general merriment, taking back to your windmill...	1
  Really!  Did you ever do the-the Leia thing?  Really! That-that great huh?  Hi you guys!  Mon. Hi!  Why aren't you at work?  Why?  You really, really need to get some sleep, honey.  Hi.	1
  Hi!  Wow! Have you ever rescued anyone from a burning building before?	0
  Oh Monica, listen, I ah, I saw down at the hardware store, they got those designer tiles on sale. If you ever want to redo the bathroom floor.  Nothing. It's just old and dingy, that's all.  Oh yeah. If you ah, move your hamper, you see what color the tile used to be. (Monica gasps) Yeah.  Relax. Here hold this (hands her his beer). This old stuff just comes right off. (he bends down to try and lift some tile right in the middle of the floor, in his tight pants.)	0
  No, you are not, you are very attractive. You know what, I go through the exact same thing. Every time I put on a little weight, I start questioning everyting.  No, not wieght... y'know, more like insulation.	0
  Now, Monica, you know that's not how you look for an engagement ring in a lasagne...  Boys? We're going in.	1
  Wait a minute, the house was built on radioactive waste, and an ancient Indian burial ground? That would never happen.  Sure, what's up?  I-I know. Well if something comes up... (walks away)	1
"  But Mon, you have to get our money!  I know, it's tough. You know what the first thing I did after my mother's funeral was?  Pay the caterer! Look, I've had a lot of jobs, okay, and there are some people who just always try to get out of paying. It's either, you know, ""that massage wasn't long enough, or, ""I don't recognize any of those songs,"" or, you know, ""these sombreros aren't big enough. Bad little white girl!"""	1
"  Fruitflies?  No! No dessert, just a check, please.  No, no, I am, but only because for the last hour and a half I've been playing the movie Diner in my head.  Oy. Look, I've been through a divorce, trust me you're gonna be fine. You just can't see it now because you haven't had any closure.  Well, you know, there's no one way really, it's just, you know, whatever it takes so that you can finally say to him, ""I'm over you."""	1
  Man, I am so beat.  Hey, you just wanna forget about raquetball and hang out here?  Ok, there is one more way to say it, who knows it?  No actually, I was just going for colorful.  What just happened?  That, that is funny. Can I have it back?  No?	1
  Hello?  (to everyone) It's Chandler! (on phone) Are you OK?  What?  I have no idea what you just said.	1
  Nothing, nothing.  It's, I mean, it's nothing, I'm fine. It's my friends. They-they have a liking problem with you. In that, um, they don't.  But they don't see all the wonderfulness that I see. They don't see all the good stuff and all the sweet stuff. They just think you're a little...  Intense and creepy.	0
  I was laughing. (Patting him on the knee.)  Well I didn't want everyone to think I was stupid.  My mother's driving me crazy, but Ross is getting married. I'm happy. (A drunken man approaches.) I'm not going to let anything spoil that.  Well, thanks, we like him.	1
  (singing) Smelly cat, smelly cat, what are they feeding you? Smelly cat, smelly cat, it's not your fault.  Oh, yeah!	0
  I was thinking of doing it a little shorter, you know, like Andie McDowell's new haircut?  Really?	1
  Yeah?	0
  Hi.	1
  Oh good, I was hoping that would come up.	1
  Ok.  Yeah.	1
  Rachel?	1
  Well, we could count again.	1
  Hello, Monica. (to Rachel) Hello, greeter girl.  (unconcerned) Yeah, OK.  It's a lovely apartment.  I was just being polite, but, alright.	0
  She barely knows me. We just live in the same building.  She lent me an egg once.  Aw, right.  Hey. (stutters something incoherent)  An egg?	1
  It's a beautiful thing.  I would have to say that is an 'L'-shaped bracket.  I have no idea.  All finished!  Yes, please don't spoil all this fun.	0
  (singing)  They're tiny and chubby and so sweet to touch, and soon they'll grow up and resent you so much. Now they're yelling at you and you don't know why, you cry and you cry and you cry. And you cry and you cry and you cry...  Thanks, Ross.  Ok.  Oh, look, twins. Hi, guys. Oh, cute, cute.	0
  Hey, stick a fork in me, I am done.  Like, when you're cooking a steak.  Well then, how do you know when vegetables are done?	1
  Um, would you like to come in?  According to recent findings!  (throwing food around the room) Here Mitzi! Here Mitzi!  My hamster. I hope she's okay, I haven't seen her in a while. Have a seat.	1
  How does she do that?  Would you look at her? She is so peaceful.  What's going on with you?  Well, if you want, you can stay with Rachel and me tonight.	1
  (hello) Hello.  (to Rachel) I love you. (Kisses her on the forehead)  (checks his watch) Two hours, that lasted!  I think so.	1
  Hey! Wow, it is true what they say, pregnant bellies look like a drum.  All right.	1
  (entering) Hey, guys. I'm here to pick out my Christmas tree.	1
  Ooh! I thought of a good flaw! Ross pops his gum!  Yeah, I know. It drives me crazy.  I'll get it.  Hello.  Hey, Joey! Hey! Ooh! Ooh! I just say someone on the-that looks just like you on the subway. And I was gonna go over and say 'hi!' but then I figured, he doesn't care if he looks like you.  Ohh, they're having a great time with their Aunt Phoebe! Aunt Rachel hasn't been helpful at all. So, do you miss me?  So you're not homesick yet?  All right, the seven of us miss you.  Y'know, me, Rachel, the birds, the babies...  Of course they do! Or I'm just really hungry.  Ooh, the pizza guy's here!	1
  [upset] She's dating. She's dating.	1
  Hey.  Well, you know that guy that's on my show that's in a coma? He's havin' a brunch.	1
  Chandler, you called Janice! That's how much you wanted to be with someone!  You're there!	0
  But... he gets it back, pass to the middle, lines it up and... BAM! Yes! Could that shot BE any prettier?  Well, we had a table in college.  Nice moustache by the way. When puberty hits that thing's really gonna kick in.  Ok, just one more point.  Is everything all right?  Uh-oh.  Well.  Uh, you guys see me as a dad?  Uh-huh, yeah.  That's fine. Well, your other dad and I are gonna go have a romantic evening and I guess I'll just see you kids around.	0
  Phoebs, check it out, check it out, check it out, check it out.  Page 42, page 42, page 42.	1
  Well, what I really want is for my mom to be alive and enjoy it with me.  Ooh! Bath salts would be nice.	0
  Well maybe he's just taking a nap.	0
  Hi, Max!  Are you alright?  You're going to Minsk.  Oh, you are so going to Minsk. You belong in Minsk. You can't stay here just 'cause of me.  Oh yes, yes, yes you can. Just say, um, 'Phoebe, my work is my life and that's what I have to do right now'. And I say 'your work?! Your work?! How can you say that?!'. And then you say, um, 'it's tearing me apart, but I have no choice. Can't you understand that?'. And I say (Hits him) 'no! No! I can't understand that!'.  Ooh, sorry. Um, and, and then you put your arms around me. And then you put your arms around me. (He does so) And, um, and then you tell me that you love me and you'll never forget me.  And then you say that it's almost midnight and you have to go because you don't wanna start the new year with me if you can't finish it. (They kiss) I'm gonna miss you. You scientist guy.	1
  (to Joey) OK, here goes.  I'm going to do it.  You come out there, you're a dead man.  Thanks. (Joey hugs him) OK.	0
"  Hey, if she were marrying a guy, she'd be like the worst lesbian ever.  No, I'm on right after this guy shoots himself.  Yeah, and she's really nice too. She taught me all about how to work the cameras, and smell-the-fart acting.  It's like, you got so many lines to learn so fast, that sometimes you need a minute to remember your next one. So while you're thinkin' of it, you take this big pause where you look all intense, you know, like this.  There's my scene, there's my scene. [Joey on tv] ""Mrs. Wallace, I'm Dr. Drake Ramoray, your sister's neurosurgeon."	0
  You...are...not going to believe it! Joshua came into work today, and guess what happened?  No. But I was showing him some cufflinks and I felt his pulse.	0
  [enters] Oh my God, what's goin' on?  No look I wasn''t right, that's what I came here to tell you. I was totally hung up on, on my own stuff. Listen, I'm someone who needs the whole security thing, ya know. To know exactly where my next paycheck is coming from buy you, you don't need that and that's amazing to me. I could never do what you do Joey.  Yeah. And you should hold out for something bigger. I can't tell you how much respect I have for you not going to that stupid cab driver audition.  Great, how did it go?  Good for you.  You're livin' the dream.  All right then.  What?  [approaching the mover holding the parrot] Hey hold on, hold on. How much for the uh, how much to save the bird?  Dollars? You spent $1200 dollars on a plastic bird?  Go ahead, go ahead with the bird. Ok, do you have anything for around 200?	0
  Ohhh [turns as if to hug someone] Oh no, wait a minute, I have no one.  Na, forget it, it's probably stripped and sold for parts by now.	1
  What did he say?  Mommy is so proud of you. Hi. Hi.  Hi.  Hi.  Hi.  Hi.  We've got a cab waiting downstairs.  Tuesday.	0
  Your boyfriend is so cool.  Yeah, he let us drive his Jaguar. Joey for 12 blocks, me for 15.  You're welcome. Hey Joey, thanks for parking the car [passes the dollar back].  I think they get it.	0
  Tell me what?  (sarcastically) Oh, come on tell me. I could use another reason why women won't look at me.  Wow!  More importantly, was I any good?  Interesting, cause in my dreams, I'm allways surprisingly inadequate. (Monica pats him on his lap)	0
  So ah, whatcha watching?  What's it about?  Well, it sounds kinda stupid... (looks at the TV) Who's she?	1
  (to Ross) So, er... how did it go with Celia?  All right, Ross!  Whoa! And the... (gestures with hands) huh-huh?	0
  Hey.  To the bank.  Sperm.  Oh yeah, picked a guy, 37135.  'Fraid so. Brown hair, green eyes...  What?  Really? Why?  Hoyt?  Really, is he a swimmer?  I like that. (Joey starts laughing) What?  We do not have one of those signs.  Two girls and a boy?	1
  (entering) Hey!  What are you wrapping?	0
  France sucks!  We'll just grab some food and take it with us right upstairs, and we'll be right out of you hair.	1
  [singing] There'll be times when you get older when you'll want to sleep with people just to make them like you. . . But don't. Cause that's another thing that you don't wanna do, everybody That's another thing that you don't wanna do.  Thank you for coming everybody. There're cookies in the back.  Yay, I rock.  But.  I sense these things. It was either but or butter.	0
  Joey let me ask you a question. What does this light switch do?  Didn't it drive you crazy to have a switch and not know what it did?  They wouldn't have put it there if it didn't do something! How can you not care?	1
  I was.  Did she leave a number?  I don't have her number, butt-munch.  I'm not a baby, you're the baby.	1
  Yes, it was horrible. She cried. I cried. She threw things, they hit me. Anyway, I did the right thing.  Hi.  I uh, I just got back from uh, from Julie's.  No, no, uh, it's not what you think. It's um the other thing.  Well, uh.  Really. It's always been you, Rach. [Ross and Rachel hug.]  I know, I know, it's, it's almost...[turns around, sees Chandler and Joey] What do you say we go take a walk, just us, not them?  Ok. No, hey, whoa, whoa, I'll get your coat. [Ross leaves.]	1
  Okay.  Hi.	0
  Hey, Joey, I don't think that you should leave Chandler alone. I mean it's only been two days since he broke up with Kathy. Maybe you can go fishing next week?  What's Phase Two?	0
  Maurice.  And processing.  It's umm, it has something to do with transponding.	0
  Hey.  Hey, how much did you guys tip the super this year?  You gave him cookies?	0
  I was just thinking. When my time comes-  Listen to me! When my time comes, I wanna be buried at sea.  I wanna be buried at sea, it looks like fun.	1
  Together?  Both of you?	1
  Oh, you-you mean your earrings?  (sticking her foot out) Hm-m.	0
